# Every rb_*/ruby_* symbol a C extension can link against, from clang's AST
# of the vendored headers. Regenerate with `tools/zeo-dev cext api`.
#
# status=zeo     the runtime exports it
# status=stub    not written yet; stubs.rs raises NotImplementedError
# status=refused a DECISION, with the reason in the raise; see REFUSED in
#                tools/lib/zeo_dev/commands/cext.rb
# status=global  a VALUE symbol stubs.rs defines and cext::globals fills
symbol	kind	status	signature
rb_thread_add_event_hook2	fn	stub	void (VALUE, rb_event_hook_func_t, rb_event_flag_t, VALUE, rb_event_hook_flag_t)
rb_thread_alone	fn	zeo	int (void)
rb_thread_atfork	fn	zeo	void (void)
rb_thread_atfork_before_exec	fn	zeo	void (void)
rb_thread_call_with_gvl	fn	zeo	void *(void *(*)(void *), void *)
rb_thread_call_without_gvl	fn	zeo	void *(void *(*)(void *), void *, rb_unblock_function_t *, void *)
rb_thread_call_without_gvl2	fn	zeo	void *(void *(*)(void *), void *, rb_unblock_function_t *, void *)
rb_thread_check_ints	fn	zeo	void (void)
rb_thread_create	fn	zeo	VALUE (VALUE (*)(void *), void *)
rb_thread_current	fn	zeo	VALUE (void)
rb_thread_fd_close	fn	zeo	void (int)
rb_thread_fd_select	fn	zeo	int (int, rb_fdset_t *, rb_fdset_t *, rb_fdset_t *, struct timeval *)
rb_thread_fd_writable	fn	zeo	int (int)
rb_thread_interrupted	fn	zeo	int (VALUE)
rb_thread_kill	fn	zeo	VALUE (VALUE)
rb_thread_local_aref	fn	zeo	VALUE (VALUE, ID)
rb_thread_local_aset	fn	zeo	VALUE (VALUE, ID, VALUE)
rb_thread_lock_native_thread	fn	zeo	bool (void)
rb_thread_main	fn	zeo	VALUE (void)
rb_thread_remove_event_hook	fn	stub	int (VALUE, rb_event_hook_func_t)
rb_thread_remove_event_hook_with_data	fn	stub	int (VALUE, rb_event_hook_func_t, VALUE)
rb_thread_run	fn	zeo	VALUE (VALUE)
rb_thread_schedule	fn	zeo	void (void)
rb_thread_sleep	fn	zeo	void (int)
rb_thread_sleep_deadly	fn	zeo	void (void)
rb_thread_sleep_forever	fn	zeo	void (void)
rb_thread_stop	fn	zeo	VALUE (void)
rb_thread_wait_fd	fn	zeo	int (int)
rb_thread_wait_for	fn	zeo	void (struct timeval)
rb_thread_wakeup	fn	zeo	VALUE (VALUE)
rb_thread_wakeup_alive	fn	zeo	VALUE (VALUE)
rb_throw	fn	zeo	void (const char *, VALUE) __attribute__((noreturn))
rb_throw_obj	fn	zeo	void (VALUE, VALUE) __attribute__((noreturn))
rb_time_interval	fn	zeo	struct timeval (VALUE)
rb_time_nano_new	fn	zeo	VALUE (time_t, long)
rb_time_new	fn	zeo	VALUE (time_t, long)
rb_time_num_new	fn	zeo	VALUE (VALUE, VALUE)
rb_time_timespec	fn	zeo	struct timespec (VALUE)
rb_time_timespec_interval	fn	zeo	struct timespec (VALUE)
rb_time_timespec_new	fn	zeo	VALUE (const struct timespec *, int)
rb_time_timeval	fn	zeo	struct timeval (VALUE)
rb_time_utc_offset	fn	zeo	VALUE (VALUE)
rb_timespec_now	fn	zeo	void (struct timespec *)
rb_to_encoding	fn	zeo	rb_encoding *(VALUE)
rb_to_encoding_index	fn	zeo	int (VALUE)
rb_to_float	fn	zeo	VALUE (VALUE)
rb_to_id	fn	zeo	ID (VALUE)
rb_to_int	fn	zeo	VALUE (VALUE)
rb_to_symbol	fn	zeo	VALUE (VALUE)
rb_tracearg_binding	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracearg_callee_id	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracearg_defined_class	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracearg_eval_script	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracearg_event	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracearg_event_flag	fn	stub	rb_event_flag_t (rb_trace_arg_t *)
rb_tracearg_from_tracepoint	fn	stub	rb_trace_arg_t *(VALUE)
rb_tracearg_instruction_sequence	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracearg_lineno	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracearg_method_id	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracearg_object	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracearg_parameters	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracearg_path	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracearg_raised_exception	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracearg_return_value	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracearg_self	fn	stub	VALUE (rb_trace_arg_t *)
rb_tracepoint_disable	fn	stub	VALUE (VALUE)
rb_tracepoint_enable	fn	stub	VALUE (VALUE)
rb_tracepoint_enabled_p	fn	stub	VALUE (VALUE)
rb_tracepoint_new	fn	stub	VALUE (VALUE, rb_event_flag_t, void (*)(VALUE, void *), void *)
rb_typeddata_inherited_p	fn	zeo	int (const rb_data_type_t *, const rb_data_type_t *)
rb_typeddata_is_kind_of	fn	zeo	int (VALUE, const rb_data_type_t *)
rb_uint2big	fn	zeo	VALUE (uintptr_t)
rb_uint2inum	fn	zeo	VALUE (uintptr_t)
rb_ull2inum	fn	zeo	VALUE (unsigned long long)
rb_undef	fn	zeo	void (VALUE, ID)
rb_undef_alloc_func	fn	zeo	void (VALUE)
rb_undef_method	fn	zeo	void (VALUE, const char *)
rb_undefine_finalizer	fn	zeo	VALUE (VALUE)
rb_unexpected_type	fn	zeo	void (VALUE, int) __attribute__((noreturn))
rb_update_max_fd	fn	zeo	void (int)
rb_usascii_encindex	fn	zeo	int (void)
rb_usascii_encoding	fn	zeo	rb_encoding *(void)
rb_usascii_str_new	fn	zeo	VALUE (const char *, long)
rb_usascii_str_new_cstr	fn	zeo	VALUE (const char *)
rb_usascii_str_new_static	fn	zeo	VALUE (const char *, long)
rb_utf8_encindex	fn	zeo	int (void)
rb_utf8_encoding	fn	zeo	rb_encoding *(void)
rb_utf8_str_new	fn	zeo	VALUE (const char *, long)
rb_utf8_str_new_cstr	fn	zeo	VALUE (const char *)
rb_utf8_str_new_static	fn	zeo	VALUE (const char *, long)
rb_uv_to_utf8	fn	zeo	int (char *, unsigned long)
rb_varargs_bad_length	fn	zeo	int (int, int)
rb_vrescue2	fn	zeo	VALUE (VALUE (*)(VALUE), VALUE, VALUE (*)(VALUE, VALUE), VALUE, va_list)
rb_vsprintf	fn	zeo	VALUE (const char *, va_list)
rb_wait_for_single_fd	fn	stub	int (int, int, struct timeval *)
rb_waitpid	fn	zeo	rb_pid_t (rb_pid_t, int *, int)
rb_warn	fn	zeo	void (const char *, ...)
rb_warning	fn	zeo	void (const char *, ...)
rb_write_error	fn	zeo	void (const char *)
rb_write_error2	fn	zeo	void (const char *, long)
rb_yield	fn	zeo	VALUE (VALUE)
rb_yield_block	fn	zeo	VALUE (VALUE, VALUE, int, const VALUE *, VALUE)
rb_yield_splat	fn	zeo	VALUE (VALUE)
rb_yield_splat_kw	fn	zeo	VALUE (VALUE, int)
rb_yield_values	fn	zeo	VALUE (int, ...)
rb_yield_values2	fn	zeo	VALUE (int, const VALUE *)
rb_yield_values_kw	fn	zeo	VALUE (int, const VALUE *, int)
ruby_api_version	var	global	const int[3]
ruby_brace_glob	fn	zeo	int (const char *, int, ruby_glob_func *, VALUE)
ruby_cleanup	fn	refused	int (int)
ruby_copyright	var	global	const char[]
ruby_default_signal	fn	zeo	void (int)
ruby_description	var	global	const char[]
ruby_digit36_to_number_table	var	global	const signed char[]
ruby_each_words	fn	zeo	void (const char *, void (*)(const char *, int, void *), void *)
ruby_enc_find_basename	fn	stub	const char *(const char *, long *, long *, rb_encoding *)
ruby_enc_find_extname	fn	stub	const char *(const char *, long *, rb_encoding *)
ruby_engine	var	global	const char[]
ruby_exec_node	fn	refused	int (void *)
ruby_executable_node	fn	refused	int (void *, int *)
ruby_finalize	fn	refused	void (void)
ruby_free_at_exit_p	fn	zeo	bool (void)
ruby_getcwd	fn	zeo	char *(void)
ruby_glob	fn	zeo	int (const char *, int, ruby_glob_func *, VALUE)
ruby_hexdigits	var	global	const char[]
ruby_incpush	fn	refused	void (const char *)
ruby_init	fn	refused	void (void)
ruby_init_loadpath	fn	refused	void (void)
ruby_init_stack	fn	refused	void (void *)
ruby_malloc_add_size_overflow	fn	zeo	void (size_t, size_t) __attribute__((noreturn))
ruby_malloc_size_overflow	fn	zeo	void (size_t, size_t) __attribute__((noreturn))
ruby_native_thread_p	fn	zeo	int (void)
ruby_options	fn	refused	void *(int, char **)
ruby_patchlevel	var	global	const int
ruby_platform	var	global	const char[]
ruby_process_options	fn	refused	void *(int, char **)
ruby_prog_init	fn	refused	void (void)
ruby_qsort	fn	zeo	void (void *, const size_t, const size_t, int (*)(const void *, const void *, void *), void *)
ruby_release_date	var	global	const char[]
ruby_run_node	fn	refused	int (void *)
ruby_scan_digits	fn	zeo	unsigned long (const char *, ssize_t, int, size_t *, int *)
ruby_scan_hex	fn	zeo	unsigned long (const char *, size_t, size_t *)
ruby_scan_oct	fn	zeo	unsigned long (const char *, size_t, size_t *)
ruby_script	fn	refused	void (const char *)
ruby_set_argv	fn	refused	void (int, char **)
ruby_set_script_name	fn	refused	void (VALUE)
ruby_setenv	fn	zeo	void (const char *, const char *)
ruby_setup	fn	refused	int (void)
ruby_show_copyright	fn	refused	void (void)
ruby_show_version	fn	refused	void (void)
ruby_sig_finalize	fn	refused	void (void)
ruby_signal_name	fn	zeo	const char *(int)
ruby_snprintf	fn	zeo	int (char *, size_t, const char *, ...)
ruby_stack_check	fn	zeo	int (void)
ruby_stack_length	fn	zeo	size_t (VALUE **)
ruby_stop	fn	refused	void (int) __attribute__((noreturn))
ruby_strdup	fn	zeo	char *(const char *)
ruby_strtod	fn	zeo	double (const char *, char **)
ruby_strtoul	fn	zeo	unsigned long (const char *, char **, int)
ruby_sysinit	fn	refused	void (int *, char ***)
ruby_thread_has_gvl_p	fn	zeo	int (void)
ruby_unsetenv	fn	zeo	void (const char *)
ruby_version	var	global	const char[]
ruby_vm_at_exit	fn	stub	void (void (*)(ruby_vm_t *))
ruby_vm_destruct	fn	stub	int (ruby_vm_t *)
ruby_vsnprintf	fn	zeo	int (char *, size_t, const char *, va_list)
ruby_xcalloc	fn	zeo	void *(size_t, size_t)
ruby_xfree	fn	zeo	void (void *)
ruby_xmalloc	fn	zeo	void *(size_t)
ruby_xmalloc2	fn	zeo	void *(size_t, size_t)
ruby_xrealloc	fn	zeo	void *(void *, size_t)
ruby_xrealloc2	fn	zeo	void *(void *, size_t, size_t)
